Year,Geography,Code,Name,66 + years (%)
2021,wijken,ES,Van Lennepbuurt,13.8
2021,wijken,ET,Overtoomse Sluis,8.7
2021,wijken,EU,Helmersbuurt,10.9
2021,wijken,EV,Vondelparkbuurt,18.5
2021,wijken,FA,Sloterdijk Nieuw-West,1.2
2021,wijken,FB,Geuzenveld,10.6
2021,wijken,FC,Slotermeer-West,10.6
2021,wijken,FD,Slotermeer-Noordoost,9.3
2021,wijken,FE,Slotermeer-Zuidoost,11.3
2021,wijken,FF,Lutkemeer/Ookmeer,14.6
2021,wijken,FG,De Aker,12.4
2021,wijken,FH,De Punt,12.5
2021,wijken,FJ,Osdorp-Midden,11.1
2021,wijken,FK,Osdorp-Oost,17
2021,wijken,FL,Slotervaart-Noord,14.4
2021,wijken,FM,Overtoomse Veld,6.9
2021,wijken,FN,Slotervaart-Zuid,12.8
2021,wijken,FP,Westlandgracht,6.6
2021,wijken,FQ,Sloten/Nieuw-Sloten,15.1
2021,wijken,KA,Hoofddorppleinbuurt,9.4
2021,wijken,KB,Schinkelbuurt,9.8
2021,wijken,KC,Willemspark,12.6
2021,wijken,KD,Museumkwartier,18.8
2021,wijken,KE,Oude Pijp,9
2021,wijken,KF,Nieuwe Pijp,11
2021,wijken,KG,Zuid Pijp,15.8
2021,wijken,KH,Stadionbuurt,14.2
2021,wijken,KJ,Apollobuurt,17.3
2021,wijken,KK,Scheldebuurt,14.5
2021,wijken,KL,IJselbuurt,13
2021,wijken,KM,Rijnbuurt,13.9
2021,wijken,KN,Prinses Irenebuurt e.o.,21.3
2021,wijken,KP,Zuidas,3.5
2021,wijken,KQ,Buitenveldert-West,22
2021,wijken,KR,Buitenveldert-Oost,25.5
2021,wijken,MA,Oostelijk Havengebied,10
2021,wijken,MB,Weesperzijde,8.5
2021,wijken,MC,Oosterparkbuurt,11.3
2021,wijken,MD,Transvaalbuurt,10.6
2021,wijken,ME,Dapperbuurt,13.3
2021,wijken,MF,Indische Buurt-West,9.4
2021,wijken,MG,Indische Buurt-Oost,13.1
2021,wijken,MH,Zeeburgereiland/Bovendiep,4
2021,wijken,MJ,IJburg-West,4.8
2021,wijken,MK,IJburg-Oost,0
2021,wijken,ML,IJburg-Zuid,3.7
2021,wijken,MM,Frankendael,13.8
2021,wijken,MN,Middenmeer,11
2021,wijken,MP,Betondorp,23.1
2021,wijken,MQ,Omval/Overamstel,4.6
2021,wijken,NA,Oostzanerwerf,14.1
2021,wijken,NB,Noordelijke IJ-oevers-West,5.2
2021,wijken,NC,Tuindorp Oostzaan,15.5
2021,wijken,ND,Kadoelen,14.5
2021,wijken,NE,Banne Buiksloot,14.7
2021,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,15.3
2021,wijken,NG,Elzenhagen,6.2
2021,wijken,NH,Buikslotermeer,20.6
2021,wijken,NJ,Waterlandpleinbuurt,10.8
2021,wijken,NK,Volewijck,11.9
2021,wijken,NL,IJplein/Vogelbuurt,11.8
2021,wijken,NM,Tuindorp Buiksloot,17.7
2021,wijken,NN,Tuindorp Nieuwendam,22.2
2021,wijken,NP,Noordelijke IJ-oevers-Oost,5.6
2021,wijken,NQ,Waterland,18
2021,wijken,SA,Driemond,15.9
2021,wijken,SB,Bloemendalerpolder,
2021,wijken,SC,Weesp-Noordwest,
2021,wijken,SD,Weesp Binnenstad/Zuid,
2021,wijken,SE,Aetsveld/Oostelijke Vechtoever,
2021,wijken,TA,Amstel III/Bullewijk,0.9
2021,wijken,TB,Venserpolder,10.3
2021,wijken,TC,Amsterdamse Poort e.o.,5.8
2021,wijken,TD,H-buurt,6.7
2021,wijken,TE,Ganzenhoef e.o.,6.7
2021,wijken,TF,Geerdinkhof/Kantershof,20.8
2021,wijken,TG,Bijlmermuseum,9.9
2021,wijken,TH,K-buurt,10.7
2021,wijken,TJ,Holendrecht,17.1
2021,wijken,TK,Nellestein,20.2
2021,wijken,TL,Reigersbos,15.6
2021,wijken,TM,Gein,14.6
2022,wijken,AA,Haarlemmerbuurt,17.6
2022,wijken,AB,Jordaan,16.1
2022,wijken,AC,Grachtengordel-West,15.9
2022,wijken,AD,Burgwallen-Nieuwe Zijde,7.1
2022,wijken,AE,Burgwallen-Oude Zijde,9.1
2022,wijken,AF,Nieuwmarkt/Lastage,18.1
2022,wijken,AG,Grachtengordel-Zuid,13.5
2022,wijken,AH,De Weteringschans,12.2
2022,wijken,AJ,Weesperbuurt/Plantage,15.5
2022,wijken,AK,Oostelijke Eilanden/Kadijken,15.5
2022,wijken,BA,Havens-West,22.5
2022,wijken,BB,Coenhaven/Minervahaven,0.3
2022,wijken,EA,Sloterdijk-West,4.7
2022,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,12.4
2022,wijken,EC,Houthavens,9.3
2022,wijken,ED,De Kolenkit,7.4
2022,wijken,EE,Landlust,7.8
2022,wijken,EF,Erasmuspark,7.6
2022,wijken,EG,Centrale Markt,12.6
2022,wijken,EH,Staatsliedenbuurt,10.2
2022,wijken,EJ,Frederik Hendrikbuurt,12.5
2022,wijken,EK,Van Galenbuurt,6.4
2022,wijken,EL,Geuzenbuurt,8.3
2022,wijken,EM,Hoofdweg e.o.,9
2022,wijken,EN,Chassébuurt,8.7
2022,wijken,EP,Bellamybuurt,8.2
2022,wijken,EQ,Da Costabuurt,12.1
2022,wijken,ER,Westindische Buurt,8.6
2022,wijken,ES,Van Lennepbuurt,14.3
2022,wijken,ET,Overtoomse Sluis,9.3
2022,wijken,EU,Helmersbuurt,11.3
2022,wijken,EV,Vondelparkbuurt,14.5
2022,wijken,FA,Sloterdijk Nieuw-West,1.2
2022,wijken,FB,Geuzenveld,10.9
2022,wijken,FC,Slotermeer-West,10.7
2022,wijken,FD,Slotermeer-Noordoost,9.5
2022,wijken,FE,Slotermeer-Zuidoost,11.5
2022,wijken,FF,Lutkemeer/Ookmeer,14.6
2022,wijken,FG,De Aker,12.6
2022,wijken,FH,De Punt,12
2022,wijken,FJ,Osdorp-Midden,11.1
2022,wijken,FK,Osdorp-Oost,16.6
2022,wijken,FL,Slotervaart-Noord,15.1
2022,wijken,FM,Overtoomse Veld,6.7
2022,wijken,FN,Slotervaart-Zuid,12.8
2022,wijken,FP,Westlandgracht,5.8
2022,wijken,FQ,Sloten/Nieuw-Sloten,15.3
2022,wijken,KA,Hoofddorppleinbuurt,9.4
2022,wijken,KB,Schinkelbuurt,10.2
2022,wijken,KC,Willemspark,12.8
2022,wijken,KD,Museumkwartier,18.8
2022,wijken,KE,Oude Pijp,9.1
2022,wijken,KF,Nieuwe Pijp,11.9
2022,wijken,KG,Zuid Pijp,16.2
2022,wijken,KH,Stadionbuurt,14.7
2022,wijken,KJ,Apollobuurt,17
2022,wijken,KK,Scheldebuurt,14.5
2022,wijken,KL,IJselbuurt,13
2022,wijken,KM,Rijnbuurt,14
2022,wijken,KN,Prinses Irenebuurt e.o.,21.3
2022,wijken,KP,Zuidas,3.3
2022,wijken,KQ,Buitenveldert-West,21.5
2022,wijken,KR,Buitenveldert-Oost,25
2022,wijken,MA,Oostelijk Havengebied,10.4
2022,wijken,MB,Weesperzijde,8.7
2022,wijken,MC,Oosterparkbuurt,11.9
2022,wijken,MD,Transvaalbuurt,10.9
2022,wijken,ME,Dapperbuurt,13.7
2022,wijken,MF,Indische Buurt-West,9.7
2022,wijken,MG,Indische Buurt-Oost,13.4
2022,wijken,MH,Zeeburgereiland/Bovendiep,4
2022,wijken,MJ,IJburg-West,5
2022,wijken,MK,IJburg-Oost,1.8
2022,wijken,ML,IJburg-Zuid,4
2022,wijken,MM,Frankendael,13.7
2022,wijken,MN,Middenmeer,11.3
2022,wijken,MP,Betondorp,22.7
2022,wijken,MQ,Omval/Overamstel,4.7
2022,wijken,NA,Oostzanerwerf,14
2022,wijken,NB,Noordelijke IJ-oevers-West,5.2
2022,wijken,NC,Tuindorp Oostzaan,15.8
2022,wijken,ND,Kadoelen,14.7
2022,wijken,NE,Banne Buiksloot,14.8
2022,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,15.1
2022,wijken,NG,Elzenhagen,5.9
2022,wijken,NH,Buikslotermeer,19.9
2022,wijken,NJ,Waterlandpleinbuurt,10.6
2022,wijken,NK,Volewijck,12.4
2022,wijken,NL,IJplein/Vogelbuurt,11.9
2022,wijken,NM,Tuindorp Buiksloot,17.4
2022,wijken,NN,Tuindorp Nieuwendam,22.1
2022,wijken,NP,Noordelijke IJ-oevers-Oost,5
2022,wijken,NQ,Waterland,18.6
2022,wijken,SA,Driemond,15.7
2022,wijken,SB,Bloemendalerpolder,
2022,wijken,SC,Weesp-Noordwest,
2022,wijken,SD,Weesp Binnenstad/Zuid,
2022,wijken,SE,Aetsveld/Oostelijke Vechtoever,
2022,wijken,TA,Amstel III/Bullewijk,0.5
2022,wijken,TB,Venserpolder,10.9
2022,wijken,TC,Amsterdamse Poort e.o.,6.3
2022,wijken,TD,H-buurt,7.2
2022,wijken,TE,Ganzenhoef e.o.,7.3
2022,wijken,TF,Geerdinkhof/Kantershof,21.7
2022,wijken,TG,Bijlmermuseum,10.8
2022,wijken,TH,K-buurt,10.7
2022,wijken,TJ,Holendrecht,17.5
2022,wijken,TK,Nellestein,19.7
2022,wijken,TL,Reigersbos,16.4
2022,wijken,TM,Gein,15.9
2023,wijken,AA,Haarlemmerbuurt,18.2
2023,wijken,AB,Jordaan,16.6
2023,wijken,AC,Grachtengordel-West,15.7
2023,wijken,AD,Burgwallen-Nieuwe Zijde,7.1
2023,wijken,AE,Burgwallen-Oude Zijde,9.4
2023,wijken,AF,Nieuwmarkt/Lastage,18.4
2023,wijken,AG,Grachtengordel-Zuid,12.8
2023,wijken,AH,De Weteringschans,12.4
2023,wijken,AJ,Weesperbuurt/Plantage,16.8
2023,wijken,AK,Oostelijke Eilanden/Kadijken,15.3
2023,wijken,BA,Havens-West,20
2023,wijken,BB,Coenhaven/Minervahaven,0.2
2023,wijken,EA,Sloterdijk-West,4.8
2023,wijken,EB,Spaarndammerbuurt/Zeeheldenbuurt,12.7
2023,wijken,EC,Houthavens,9.1
2023,wijken,ED,De Kolenkit,7.7
2023,wijken,EE,Landlust,7.9
2023,wijken,EF,Erasmuspark,7.6
2023,wijken,EG,Centrale Markt,13.4
2023,wijken,EH,Staatsliedenbuurt,10.6
2023,wijken,EJ,Frederik Hendrikbuurt,12.9
2023,wijken,EK,Van Galenbuurt,6.9
2023,wijken,EL,Geuzenbuurt,8.5
2023,wijken,EM,Hoofdweg e.o.,9.3
2023,wijken,EN,Chassébuurt,9.2
2023,wijken,EP,Bellamybuurt,8.7
2023,wijken,EQ,Da Costabuurt,12.1
2023,wijken,ER,Westindische Buurt,8.8
2023,wijken,ES,Van Lennepbuurt,14.5
2023,wijken,ET,Overtoomse Sluis,9.5
2023,wijken,EU,Helmersbuurt,11.4
2023,wijken,EV,Vondelparkbuurt,14.3
2023,wijken,FA,Sloterdijk Nieuw-West,1.1
2023,wijken,FB,Geuzenveld,11.1
2023,wijken,FC,Slotermeer-West,10.8
2023,wijken,FD,Slotermeer-Noordoost,9.7
2023,wijken,FE,Slotermeer-Zuidoost,11.3
2023,wijken,FF,Lutkemeer/Ookmeer,14.5
2023,wijken,FG,De Aker,12.9
2023,wijken,FH,De Punt,12.1
2023,wijken,FJ,Osdorp-Midden,11.3
2023,wijken,FK,Osdorp-Oost,16.3
2023,wijken,FL,Slotervaart-Noord,15.3
2023,wijken,FM,Overtoomse Veld,6.9
2023,wijken,FN,Slotervaart-Zuid,12.6
2023,wijken,FP,Westlandgracht,5.8
2023,wijken,FQ,Sloten/Nieuw-Sloten,16
2023,wijken,KA,Hoofddorppleinbuurt,9.7
2023,wijken,KB,Schinkelbuurt,10.6
2023,wijken,KC,Willemspark,13
2023,wijken,KD,Museumkwartier,18.8
2023,wijken,KE,Oude Pijp,9.3
2023,wijken,KF,Nieuwe Pijp,12.1
2023,wijken,KG,Zuid Pijp,16.5
2023,wijken,KH,Stadionbuurt,14.9
2023,wijken,KJ,Apollobuurt,16.7
2023,wijken,KK,Scheldebuurt,14.4
2023,wijken,KL,IJselbuurt,12.9
2023,wijken,KM,Rijnbuurt,14.1
2023,wijken,KN,Prinses Irenebuurt e.o.,21.5
2023,wijken,KP,Zuidas,3.5
2023,wijken,KQ,Buitenveldert-West,21
2023,wijken,KR,Buitenveldert-Oost,23.1
2023,wijken,MA,Oostelijk Havengebied,11
2023,wijken,MB,Weesperzijde,9
2023,wijken,MC,Oosterparkbuurt,12.2
2023,wijken,MD,Transvaalbuurt,11.5
2023,wijken,ME,Dapperbuurt,14.1
2023,wijken,MF,Indische Buurt-West,9.8
2023,wijken,MG,Indische Buurt-Oost,14.4
2023,wijken,MH,Zeeburgereiland/Bovendiep,3.9
2023,wijken,MJ,IJburg-West,5.2
2023,wijken,MK,IJburg-Oost,3.1
2023,wijken,ML,IJburg-Zuid,4.2
2023,wijken,MM,Frankendael,13.6
2023,wijken,MN,Middenmeer,11.5
2023,wijken,MP,Betondorp,22.3
2023,wijken,MQ,Omval/Overamstel,4.9
2023,wijken,NA,Oostzanerwerf,14.5
2023,wijken,NB,Noordelijke IJ-oevers-West,4.8
2023,wijken,NC,Tuindorp Oostzaan,15.8
2023,wijken,ND,Kadoelen,14.9
2023,wijken,NE,Banne Buiksloot,14.9
2023,wijken,NF,Nieuwendammerdijk/Buiksloterdijk,15.3
2023,wijken,NG,Elzenhagen,6.1
2023,wijken,NH,Buikslotermeer,19.9
2023,wijken,NJ,Waterlandpleinbuurt,10.7
2023,wijken,NK,Volewijck,12.4
2023,wijken,NL,IJplein/Vogelbuurt,12.2
2023,wijken,NM,Tuindorp Buiksloot,17.3
2023,wijken,NN,Tuindorp Nieuwendam,21.8
2023,wijken,NP,Noordelijke IJ-oevers-Oost,4.5
2023,wijken,NQ,Waterland,18.8
2023,wijken,SA,Driemond,15.5
2023,wijken,SB,Bloemendalerpolder,3.8
2023,wijken,SC,Weesp-Noordwest,19.1
2023,wijken,SD,Weesp Binnenstad/Zuid,22.6
2023,wijken,SE,Aetsveld/Oostelijke Vechtoever,22.1
2023,wijken,TA,Amstel III/Bullewijk,0.5
2023,wijken,TB,Venserpolder,11.9
2023,wijken,TC,Amsterdamse Poort e.o.,6.6
2023,wijken,TD,H-buurt,7.7
2023,wijken,TE,Ganzenhoef e.o.,8
2023,wijken,TF,Geerdinkhof/Kantershof,22.2
2023,wijken,TG,Bijlmermuseum,11.4
2023,wijken,TH,K-buurt,10.9
2023,wijken,TJ,Holendrecht,18
2023,wijken,TK,Nellestein,19.6
2023,wijken,TL,Reigersbos,16.8
2023,wijken,TM,Gein,17.2
